"idCaptura";"CPUPercent";"CPUFreq";"RAMTotal";"RAMDisponivel";"RAMPercentual";"DISKTotal";"DISKDisponivel";"DISKPercentual";"REDERecebida";"REDEEnviada";"PROCESSODesativado";"PROCESSOAtivos";"PROCESSOTotal";"dtHora"
108;14.1;2419.0;16889782272.0;6581190656.0;61.0;61.2;92961120256.0;61.2;346975;167974;9;246;255;"2025-03-31 13:53:25"
109;12.8;2419.0;16889782272.0;6576783360.0;61.1;61.2;92961120256.0;61.2;346986;167981;9;246;255;"2025-03-31 13:53:27"
110;11.4;2419.0;16889782272.0;6576816128.0;61.1;61.2;92961120256.0;61.2;347063;168038;9;246;255;"2025-03-31 13:53:29"
111;12.2;2419.0;16889782272.0;6576697344.0;61.1;61.2;92961128448.0;61.2;347084;168049;9;246;255;"2025-03-31 13:53:32"
112;10.0;2419.0;16889782272.0;6576910336.0;61.1;61.2;92961128448.0;61.2;347089;168049;9;246;254;"2025-03-31 13:53:34"
113;12.7;2419.0;16889782272.0;6580908032.0;61.0;61.2;92961128448.0;61.2;347100;168052;9;245;254;"2025-03-31 13:53:36"
114;10.9;2419.0;16889782272.0;6585065472.0;61.0;61.2;92961128448.0;61.2;347131;168069;9;245;254;"2025-03-31 13:53:38"
115;9.2;2419.0;16889782272.0;6585905152.0;61.0;61.2;92961128448.0;61.2;347150;168073;9;245;254;"2025-03-31 13:53:40"
116;9.8;2419.0;16889782272.0;6606106624.0;60.9;61.2;92961128448.0;61.2;347170;168075;9;245;254;"2025-03-31 13:53:42"
117;8.9;2419.0;16889782272.0;6605647872.0;60.9;61.2;92961128448.0;61.2;347217;168078;9;245;254;"2025-03-31 13:53:44"
118;8.9;2419.0;16889782272.0;6602661888.0;60.9;61.2;92961128448.0;61.2;347229;168084;9;245;254;"2025-03-31 13:53:46"
119;9.2;2419.0;16889782272.0;6603902976.0;60.9;61.2;92961128448.0;61.2;347247;168087;9;245;254;"2025-03-31 13:53:49"
120;10.8;2419.0;16889782272.0;6586916864.0;61.0;61.2;92961193984.0;61.2;347283;168095;9;245;253;"2025-03-31 13:53:51"
121;9.8;2419.0;16889782272.0;6596173824.0;60.9;61.2;92961193984.0;61.2;347309;168100;7;245;252;"2025-03-31 13:53:53"
122;8.3;2419.0;16889782272.0;6599315456.0;60.9;61.2;92961193984.0;61.2;347330;168104;7;245;252;"2025-03-31 13:53:55"
123;12.2;2419.0;16889782272.0;6602006528.0;60.9;61.2;92961193984.0;61.2;347350;168108;7;245;252;"2025-03-31 13:53:57"
124;15.8;2419.0;16889782272.0;6582394880.0;61.0;61.2;92961193984.0;61.2;347371;168111;8;244;255;"2025-03-31 13:54:00"
125;26.1;2419.0;16889782272.0;6588518400.0;61.0;61.2;92960378880.0;61.2;347379;168111;6;248;257;"2025-03-31 13:54:02"
126;31.9;2419.0;16889782272.0;6306570240.0;62.7;61.2;92958216192.0;61.2;347604;168325;7;249;255;"2025-03-31 13:54:04"
127;11.0;2419.0;16889782272.0;6348550144.0;62.4;61.2;92958216192.0;61.2;347622;168329;7;247;256;"2025-03-31 13:54:06"
128;21.8;2419.0;16889782272.0;6358732800.0;62.4;61.2;92958150656.0;61.2;347641;168339;7;249;257;"2025-03-31 13:54:09"
129;21.2;2419.0;16889782272.0;6336815104.0;62.5;61.2;92958150656.0;61.2;347711;168372;7;250;257;"2025-03-31 13:54:11"
130;15.6;2419.0;16889782272.0;6341447680.0;62.5;61.2;92958150656.0;61.2;347753;168399;7;250;257;"2025-03-31 13:54:13"
131;25.6;2419.0;16889782272.0;6305656832.0;62.7;61.2;92958150656.0;61.2;347777;168415;7;250;257;"2025-03-31 13:54:16"
132;21.6;2419.0;16889782272.0;6289178624.0;62.8;61.2;92958150656.0;61.2;347802;168426;7;250;257;"2025-03-31 13:54:18"
133;16.1;2419.0;16889782272.0;6271754240.0;62.9;61.2;92958150656.0;61.2;347826;168437;7;250;257;"2025-03-31 13:54:20"
134;14.8;2419.0;16889782272.0;6262202368.0;62.9;61.2;92958150656.0;61.2;347861;168460;7;249;256;"2025-03-31 13:54:22"
135;18.2;2419.0;16889782272.0;6333513728.0;62.5;61.2;92958150656.0;61.2;347892;168471;7;249;256;"2025-03-31 13:54:25"
136;24.9;2419.0;16889782272.0;6325665792.0;62.5;61.2;92958044160.0;61.2;347917;168478;7;249;256;"2025-03-31 13:54:27"
137;17.3;2419.0;16889782272.0;6292561920.0;62.7;61.2;92958150656.0;61.2;347980;168521;7;249;256;"2025-03-31 13:54:29"
138;16.9;2419.0;16889782272.0;6256488448.0;63.0;61.2;92958150656.0;61.2;348019;168537;7;248;255;"2025-03-31 13:54:31"
139;16.1;2419.0;16889782272.0;6244839424.0;63.0;61.2;92958150656.0;61.2;348052;168542;7;248;255;"2025-03-31 13:54:34"
140;21.0;2419.0;16889782272.0;6334582784.0;62.5;61.2;92958150656.0;61.2;348094;168558;7;248;255;"2025-03-31 13:54:36"
141;15.7;2419.0;16889782272.0;6334259200.0;62.5;61.2;92958216192.0;61.2;348124;168573;7;248;255;"2025-03-31 13:54:38"
142;10.9;2419.0;16889782272.0;6357753856.0;62.4;61.2;92958216192.0;61.2;348140;168578;7;246;253;"2025-03-31 13:54:40"
143;24.0;2419.0;16889782272.0;6333014016.0;62.5;61.2;92958150656.0;61.2;348163;168591;7;246;253;"2025-03-31 13:54:42"
144;20.1;2419.0;16889782272.0;6298832896.0;62.7;61.2;92958150656.0;61.2;348195;168605;7;246;253;"2025-03-31 13:54:44"
145;17.9;2419.0;16889782272.0;6325870592.0;62.5;61.2;92958150656.0;61.2;348218;168614;7;246;253;"2025-03-31 13:54:47"
146;14.7;2419.0;16889782272.0;6318542848.0;62.6;61.2;92958150656.0;61.2;348238;168622;7;246;253;"2025-03-31 13:54:49"
147;17.4;2419.0;16889782272.0;6324486144.0;62.6;61.2;92958150656.0;61.2;348260;168632;7;246;253;"2025-03-31 13:54:51"
148;17.9;2419.0;16889782272.0;6323089408.0;62.6;61.2;92958150656.0;61.2;348286;168643;7;246;253;"2025-03-31 13:54:53"
149;16.2;2419.0;16889782272.0;6305918976.0;62.7;61.2;92958019584.0;61.2;348308;168653;7;246;253;"2025-03-31 13:54:56"
150;19.9;2419.0;16889782272.0;6313345024.0;62.6;61.2;92958019584.0;61.2;348327;168664;7;246;253;"2025-03-31 13:54:58"
151;15.0;2419.0;16889782272.0;6314409984.0;62.6;61.2;92958019584.0;61.2;348341;168670;7;246;253;"2025-03-31 13:55:00"
152;17.7;2419.0;16889782272.0;6317920256.0;62.6;61.2;92958019584.0;61.2;348395;168703;7;246;253;"2025-03-31 13:55:02"
153;21.4;1209.0;16889782272.0;6315634688.0;62.6;61.2;92958019584.0;61.2;348409;168704;7;246;253;"2025-03-31 13:55:05"
154;18.0;2419.0;16889782272.0;6325141504.0;62.6;61.2;92958019584.0;61.2;348438;168721;7;246;253;"2025-03-31 13:55:07"
155;16.4;2419.0;16889782272.0;6322905088.0;62.6;61.2;92958019584.0;61.2;348461;168726;7;245;252;"2025-03-31 13:55:09"
156;18.4;2419.0;16889782272.0;6350508032.0;62.4;61.2;92958085120.0;61.2;348501;168742;7;245;252;"2025-03-31 13:55:11"
157;13.1;2419.0;16889782272.0;6340489216.0;62.5;61.2;92958085120.0;61.2;348532;168756;7;245;252;"2025-03-31 13:55:14"
158;16.8;2419.0;16889782272.0;6340464640.0;62.5;61.2;92958085120.0;61.2;348561;168765;7;245;252;"2025-03-31 13:55:16"
159;14.8;2419.0;16889782272.0;6339518464.0;62.5;61.2;92958085120.0;61.2;348634;168795;7;245;252;"2025-03-31 13:55:18"
160;13.6;2419.0;16889782272.0;6341738496.0;62.5;61.2;92958085120.0;61.2;348670;168812;7;245;252;"2025-03-31 13:55:20"
161;21.8;2419.0;16889782272.0;6335184896.0;62.5;61.2;92958019584.0;61.2;348749;168840;7;245;252;"2025-03-31 13:55:22"
162;18.7;2419.0;16889782272.0;6338035712.0;62.5;61.2;92958019584.0;61.2;348813;168872;7;245;252;"2025-03-31 13:55:24"
163;15.1;2419.0;16889782272.0;6356230144.0;62.4;61.2;92958019584.0;61.2;348841;168882;7;245;252;"2025-03-31 13:55:27"
164;19.4;2419.0;16889782272.0;6330789888.0;62.5;61.2;92958019584.0;61.2;348969;168973;7;245;252;"2025-03-31 13:55:29"
165;24.1;2419.0;16889782272.0;6329614336.0;62.5;61.2;92958019584.0;61.2;349008;168988;7;245;252;"2025-03-31 13:55:31"
166;12.4;2419.0;16889782272.0;6331551744.0;62.5;61.2;92958019584.0;61.2;349028;168994;7;245;252;"2025-03-31 13:55:33"
167;13.7;2419.0;16889782272.0;6331723776.0;62.5;61.2;92958019584.0;61.2;349044;168998;6;245;251;"2025-03-31 13:55:35"
168;19.1;2419.0;16889782272.0;6294351872.0;62.7;61.2;92958019584.0;61.2;349061;169005;6;245;251;"2025-03-31 13:55:38"
169;16.5;2419.0;16889782272.0;6306258944.0;62.7;61.2;92958019584.0;61.2;349098;169021;6;245;251;"2025-03-31 13:55:40"
170;15.2;2419.0;16889782272.0;6309330944.0;62.6;61.2;92958019584.0;61.2;349108;169022;6;245;251;"2025-03-31 13:55:42"
171;16.0;2419.0;16889782272.0;6295773184.0;62.7;61.2;92958019584.0;61.2;349121;169026;6;245;251;"2025-03-31 13:55:44"
172;22.3;2419.0;16889782272.0;6281965568.0;62.8;61.2;92958019584.0;61.2;349140;169036;6;245;251;"2025-03-31 13:55:46"
173;14.1;2419.0;16889782272.0;6290726912.0;62.8;61.2;92958019584.0;61.2;349231;169064;6;245;251;"2025-03-31 13:55:49"
174;12.8;2419.0;16889782272.0;6292914176.0;62.7;61.2;92958019584.0;61.2;349269;169071;7;244;251;"2025-03-31 13:55:51"
175;21.0;2419.0;16889782272.0;6292750336.0;62.7;61.2;92958085120.0;61.2;349324;169098;7;244;251;"2025-03-31 13:55:53"
176;15.1;2419.0;16889782272.0;6295707648.0;62.7;61.2;92958085120.0;61.2;349369;169118;7;244;251;"2025-03-31 13:55:55"
177;16.5;2419.0;16889782272.0;6295461888.0;62.7;61.2;92958085120.0;61.2;349393;169124;7;244;251;"2025-03-31 13:55:57"
178;19.0;2419.0;16889782272.0;6281224192.0;62.8;61.2;92958085120.0;61.2;349416;169132;7;244;251;"2025-03-31 13:56:00"
179;22.2;2419.0;16889782272.0;6277230592.0;62.8;61.2;92958031872.0;61.2;349448;169144;7;244;251;"2025-03-31 13:56:02"
180;14.6;2419.0;16889782272.0;6280286208.0;62.8;61.2;92958031872.0;61.2;349511;169165;7;244;251;"2025-03-31 13:56:04"
181;19.2;2419.0;16889782272.0;6276341760.0;62.8;61.2;92958031872.0;61.2;349535;169170;7;244;251;"2025-03-31 13:56:06"
182;23.4;2419.0;16889782272.0;6252507136.0;63.0;61.2;92958031872.0;61.2;349562;169184;7;246;252;"2025-03-31 13:56:09"
183;27.1;2419.0;16889782272.0;6271832064.0;62.9;61.2;92958023680.0;61.2;349660;169259;7;245;252;"2025-03-31 13:56:11"
184;22.2;2419.0;16889782272.0;6261534720.0;62.9;61.2;92958023680.0;61.2;349699;169272;7;245;252;"2025-03-31 13:56:13"
185;13.1;2419.0;16889782272.0;6263906304.0;62.9;61.2;92958023680.0;61.2;349728;169274;7;245;252;"2025-03-31 13:56:15"
186;20.3;2419.0;16889782272.0;6286147584.0;62.8;61.2;92958023680.0;61.2;349778;169292;7;245;252;"2025-03-31 13:56:17"
187;16.1;2419.0;16889782272.0;6283149312.0;62.8;61.2;92958023680.0;61.2;349822;169303;7;245;252;"2025-03-31 13:56:20"
188;13.7;2419.0;16889782272.0;6283661312.0;62.8;61.2;92958023680.0;61.2;349860;169311;7;245;252;"2025-03-31 13:56:22"
189;22.3;2419.0;16889782272.0;6270722048.0;62.9;61.2;92957958144.0;61.2;349920;169329;7;245;252;"2025-03-31 13:56:24"
